,#16,CHI Production Index,CHI Shipments Index,FRA Production Index,FRA Shipments Index,GER Production Index,GER Shipments Index,ITA Production Index,ITA Shipments Index,JAP Production Index,JAP Shipments Index,SWI Production Index,SWI Shipments Index,UK Production Index,UK Shipments Index,USA Production Index,USA Shipments Index,Europe Production Index,Europe Shipments Index,(W) Price of Base Metals,(W) Price of Energy,(W) Price of Metals & Minerals,(W) Price of Natural gas index,"(W) Price of Crude oil, average",(W) Price of Copper,USA EUR to LCU Conversion Rate ,USA EE Producer Prices,UK EE Producer Prices,ITA EE Producer Prices,FRA EE Producer Prices,GER EE Producer Prices,CHI EE Producer Prices,USA Machinery & Equipment Index,(W) Machinery & Equipment Index,SWI Machinery & Equipment Index,UK Machinery & Equipment Index,ITA Machinery & Equipment Index,JAP Machinery & Equipment Index,FRA Machinery & Equipment Index,GER Machinery & Equipment Index,USA EE Production Index,(W) EE Production Index,SWI EE Production Index,UK EE Production Index,ITA EE Production Index,JAP EE Production Index,FRA EE Production Index,GER EE Production Index,CC_CHI,CC_FRA,CC_GER,CC_ITA,CC_JAP,CC_Europe,CC_SWI,CC_UK,CC_USA,BC_CHI,BC_FRA,BC_GER,BC_ITA,BC_JAP,BC_Europe,BC_SWI,BC_UK,BC_USA,stock_price,stock_price_change,stock_volume
2019-08-01,224501.9,207.8154203878196,207.8154203878196,65.47020007723657,89.19044590896407,104.34807358142623,121.12835213596288,56.24557516305547,71.77204385357038,100.93135328047046,104.47634212722464,100.661704091827,96.95795252895398,100.10882542252293,97.8689175360359,107.73078262477397,127.97741223531364,95.82983091637256,107.69919087026724,78.89430257902981,71.591633735713,76.04850306888983,51.84805447932149,72.96234424060955,75.77447935741982,1.1125999689102173,110.6561050415039,116.1719589233398,105.1937866210938,102.5745620727539,110.0666427612305,94.64416237034976,106.01074981689452,112.36217498779295,98.36424825858964,91.7809385912614,61.59486770629883,105.46434760813628,66.90355682373047,107.4266052246094,111.13827514648438,116.71170806884766,104.61780929866036,115.19808402355054,43.96159744262695,91.6885311070519,63.14862060546875,98.70218658447266,103.8231,100.5167,100.9371,100.4814,98.78976,100.4757,99.68316,100.0337,100.9321,98.24573,100.1716,99.41563,100.2815,100.4861,99.62101,100.4652,98.50896,99.14829,81.99,-8.12,60600000.0
2019-09-01,224501.9,215.85383324475836,215.85383324475836,100.84990825084698,115.17440098188506,117.9095704241906,138.3593917380069,107.75509353882772,115.6415627387955,128.1979263366216,132.10287079538935,103.41412014937404,99.5209802170034,112.21203973503948,109.03288664558856,105.32883738662132,127.206964341089,119.86612283521627,131.46233345458768,80.46323800031782,75.5647419957049,77.32280800948432,58.1925137678151,75.9607967436483,76.43554713583471,1.1003999710083008,111.05025482177734,114.8413543701172,105.1937866210938,102.7784881591797,110.0666427612305,94.64616183340956,103.33577728271484,128.73037719726562,98.61469828598264,103.22800442892432,116.4902954101563,134.7020654243741,108.6294479370117,123.5463485717773,109.27721405029295,131.04696655273438,111.67848699763591,128.49017064165253,87.69580078125,114.93591967308522,88.24954223632812,107.5719757080078,103.8964,100.6231,100.9291,100.4638,98.65952,100.4357,99.6434,99.99068,100.932,98.36055,100.1117,99.25211,100.2263,100.4102,99.50758,100.3404,98.02803,98.94034,88.57,8.03,41830000.0
2019-10-01,285644.67,226.6692591036553,226.6692591036553,101.45470648880048,120.92856718399796,114.72987615831056,128.93103835787863,114.3840823342651,123.38552925256116,107.69286297748398,106.52640206634234,104.16953417943618,100.15456701535724,113.31231519399932,111.8952353460706,105.31392605746684,126.20102750832471,121.84761076674604,129.67732056086493,80.12169750534251,72.6736731976137,76.45733090765063,59.115498034277806,72.4604935403822,76.40966714852475,1.105299949645996,111.0322036743164,113.6131057739258,105.0897369384766,102.6765289306641,110.487548828125,94.19932619321006,103.51399230957033,125.03099822998048,99.0216795804962,105.0677114385487,124.2896499633789,110.80481505789656,105.5837554931641,117.7892990112305,108.87970733642578,129.2439422607422,113.03388494877856,128.25067358547048,91.63719177246094,101.34756059845718,94.7669677734375,109.1190338134766,104.0584,100.6439,100.9365,100.4976,98.78168,100.4428,99.61147,100.0898,101.1294,98.42083,100.1229,99.20591,100.2188,100.3436,99.57677,100.29,98.16537,98.87395,93.19,5.22,43550000.0
2019-11-01,291844.03,240.9537626567217,240.9537626567217,94.55101472490914,110.23944568721572,116.87675709853468,135.20974476800166,102.94398489300856,118.30112847709104,104.249771965606,104.16205384601017,104.92494820949838,100.78815381371106,109.3459351998139,103.18083859723237,104.35687471602613,114.89003479596693,117.89557624342062,128.56394659561192,80.38916783644223,76.6176460807014,76.21530552750112,63.47069207042409,76.42047511612537,77.77201622409768,1.1051000356674194,111.0354232788086,112.8966217041016,104.9856872558594,102.6765289306641,110.487548828125,92.98586459484711,101.27818298339844,122.6446533203125,99.4286608750098,100.36623796950856,112.2906494140625,105.91508193123606,102.0304641723633,122.6252212524414,110.4559555053711,127.9522705078125,114.3892828999212,125.61620596746832,81.48054504394531,100.85418777482091,82.43669891357422,106.3343353271484,104.2441,100.5509,101.0363,100.5361,99.08835,100.5191,99.6229,100.3945,101.3908,98.33443,100.1875,99.25149,100.2376,100.2771,99.76842,100.2943,98.5113,98.89565,105.58,13.29,44790000.0
2019-12-01,66419.16000000003,262.9139971587154,262.9139971587154,93.19744534383906,119.04751612349808,113.79490800808765,135.88988721038203,85.86026112439316,135.80428535860156,119.77946383053556,120.9264334005372,105.68036223956052,101.42174061206492,101.88652622310067,94.64113074772553,101.98505808987238,124.3566997912904,112.25293340622632,133.33069382756165,80.71317038756072,79.0786633316409,77.46999671242833,56.0104638633257,80.1527261220175,80.65345419582337,1.111299991607666,111.28662872314452,112.0777893066406,104.8816375732422,102.6765289306641,110.38232421875,92.71500772151794,99.12844848632812,123.0656967163086,99.83564216952335,93.41623371092751,95.39205169677734,125.62192928858194,103.7563400268555,130.6850891113281,107.64418029785156,119.10216522216795,115.74468085106383,117.2338090010977,63.97170257568359,107.86661652042883,76.09541320800781,82.81908416748047,104.3325,100.284,101.0496,100.6788,99.26521,100.5596,99.66732,100.7354,101.6124,97.53813,100.3319,99.36457,100.2375,100.1905,99.91677,100.2902,98.66959,99.00091,105.06,-0.5,39000000.0
2020-01-01,384800.46,130.43917682136288,130.43917682136288,86.01246014270032,103.63587524106876,97.81878908238689,110.70739266072054,94.66349665333696,89.09660228528446,103.52369399000888,102.64736188797148,100.2275786220726,96.18785834262862,97.70278530808824,91.73285710616466,104.18514044877983,110.2685858562838,102.1191131124698,107.91449323853152,80.50375581915111,76.0578280578419,77.70223174561951,48.6284779174297,77.96819954455755,80.04494269933024,1.1100000143051147,111.52886962890624,112.4872055053711,105.4018859863281,102.7784881591797,110.697998046875,92.6713308990496,102.2126007080078,104.48609161376952,94.41966032715035,87.38608295715868,101.6915283203125,107.66266588571077,90.5583724975586,96.7184829711914,108.09286499023438,105.1406707763672,110.22852639873918,116.39556930446062,78.52450561523438,95.08428761809562,78.6495361328125,99.83670043945312,104.0403,100.0519,100.9605,100.5799,99.0919,100.4793,99.59807,100.8571,101.6108,95.8528,100.4601,99.42984,100.0848,100.0535,99.85726,100.173,98.73808,99.16805,100.64,-4.2,41060000.0
2020-02-01,82821.54000000001,130.43917682136288,130.43917682136288,90.14395054136422,105.7219993944238,102.986157936099,117.3718462588427,101.78753354480564,100.42632395021766,104.62610713368342,107.33089393375889,94.77479500458467,90.95397607319232,98.21080824831212,92.56762952918189,108.21725302433272,116.89089584440268,107.51603643842778,113.59517532868075,76.01569813508793,66.3087408292673,73.01586884975923,43.7911677297953,67.49259333140951,75.4866142678029,1.090499997138977,111.5757293701172,113.3060455322266,105.5059356689453,102.9824142456055,110.8032302856445,92.5338236626426,107.30137634277344,108.6939926147461,89.00367848477734,89.43020185674135,111.2907333374023,107.46123339451346,96.75127410888672,103.9723739624023,110.03166198730467,106.80323028564452,104.7123719464145,114.12034727073146,79.96463012695312,98.84525545511217,79.44219970703125,101.1774826049805,103.3651,99.61428,100.5764,99.94195,98.34604,100.0722,99.17788,100.5057,101.1944,94.27966,99.9379,99.15123,99.54154,99.84661,99.2032,99.84956,98.14634,99.05339,84.02,-16.52,59640000.0
2020-03-01,160397.35,255.2379207733261,255.2379207733261,77.8576812552905,95.298140132762,112.9015828211355,132.00480797459994,71.96928034552136,88.74013538565369,131.10900070484016,134.1775753880928,89.32201138709675,85.72009380375603,106.3818428730246,99.82508911307372,107.00526745037232,131.24138205868826,108.43158684666432,120.20822984704589,70.49626160378533,42.6472477595986,68.70687148291893,41.6140916572393,40.74268583946177,68.7827685293382,1.1062999963760376,111.42152404785156,115.2507705688477,104.9856872558594,102.7784881591797,110.5927734375,91.88485717873874,107.13851928710938,125.31551361083984,83.58769664240432,94.64270505067712,77.99349975585938,132.70277911058693,83.35025787353516,117.2135925292969,106.74128723144533,125.81118774414062,99.19621749408984,127.65193094501544,58.13541793823242,127.8592701022128,68.96146392822266,104.9935531616211,102.8246,98.72127,99.77071,98.91774,97.0035,99.186,98.23824,99.45682,100.2236,96.5148,98.53397,98.43016,98.49603,99.52361,97.65602,99.21345,96.42375,98.64474,69.84,-16.88,150310000.0
2020-04-01,70530.7,241.1111822228092,241.1111822228092,50.75668043542581,64.42067630102005,81.06158083181238,93.29277707978902,50.61818072638789,55.13722866475726,95.10386763502936,92.97913385706532,85.48184190274795,82.0264800538629,61.04802221538877,57.46293549757399,90.56464267349855,108.7207497638216,77.53733341357982,83.76337171795511,67.28659159242133,31.6323101217758,65.55173456341133,37.9740400406556,26.623390508697035,67.12830739187184,1.0861999988555908,111.46571350097656,114.7390060424805,104.8816375732422,102.0647430419922,110.697998046875,90.2923187703726,86.98772430419922,98.6952896118164,81.70932143695704,51.71620815944128,55.69536209106445,97.8416846289464,54.41624450683594,81.0593032836914,97.65074157714844,103.48143768310548,91.97793538219072,77.95629178724677,38.95907211303711,89.52143055504106,44.8293571472168,81.06575775146484,102.1382,97.88792,98.98228,98.44495,95.79552,98.20526,97.18971,97.94344,99.16765,98.30811,96.89158,97.65586,97.45926,99.04333,95.83762,98.46373,94.42829,98.19856,76.34,9.31,74270000.0
2020-05-01,195141.7,255.80816046314055,255.80816046314055,66.07124225383694,77.91193447467415,85.40586137021717,98.63470590329042,87.05728637174758,89.26474317065156,82.02290281580993,80.85497534261762,81.64167241839914,78.33286630396975,69.19719988021683,65.21098187836738,93.7588030538394,111.51966788178888,88.92282437003429,95.8912696366371,68.89024944579553,39.2468758008906,68.00635609756434,35.5956619576958,38.43585951152624,69.54191482376365,1.0901999473571775,111.41980743408205,115.6601867675781,104.8816375732422,102.1667098999023,110.8032302856445,91.08896907729329,91.59880065917967,101.7864761352539,79.83094623150976,60.19930159270932,95.59203338623048,83.71451021739189,70.05076599121094,86.81635284423828,98.03790283203124,105.78857421875,84.75965327029157,85.50044905698034,67.45831298828125,78.5736978819684,59.62568664550781,82.81908416748047,101.6444,97.9662,98.88695,98.58982,95.55615,98.02104,96.61669,97.20135,98.68124,99.15063,96.96441,97.63272,96.84171,98.51799,95.58724,98.15688,93.98078,98.42693,88.82,16.36,56490000.0
2020-06-01,269150.4,283.3393819731943,283.3393819731943,93.60035692598656,119.4974282852663,103.70490401792384,121.93509825911524,96.53074329967248,106.59818399170324,102.57261753146776,103.87823541962744,77.80150293405032,74.6392525540766,92.05622068270392,88.21725559540523,99.29310674641444,126.6427231821814,106.52239299897666,118.92768809655163,74.34298818182633,48.5231595002039,73.67846260714732,33.9922819297058,49.91938435790394,76.37383331994174,1.125499963760376,111.3924560546875,116.2743148803711,104.9856872558594,102.1667098999023,110.5927734375,91.7430567877179,99.01824188232422,118.49364471435548,77.95257102606246,82.7868154330977,105.7911911010742,104.9808531462648,99.18782043457033,110.6505508422852,99.83763122558594,120.61422729492188,77.54137115839244,108.85141203472708,75.26528930664062,97.66220028178992,84.55045318603516,90.96690368652344,101.446,98.56956,99.28296,99.26873,95.97668,98.40593,96.98119,97.33764,98.6328,99.45623,97.97046,98.17185,97.05904,98.10356,96.6329,98.42492,94.99005,99.25802,94.44,6.32,59160000.0
2020-07-01,409170.11,243.89221032932795,243.89221032932795,90.85890869097555,98.09875338847964,100.56521144825798,117.57117190160054,106.11442144386398,119.44330188684904,98.96055996968688,100.90370514099448,81.97651245807754,78.62926239880622,93.57001690957637,89.90024587074052,96.17649343106754,115.6980663184048,104.32221931843806,113.46615106938334,80.18022192097001,51.6497454882015,79.08970395683352,34.9085246084531,53.22147762074408,84.57394047857295,1.146299958229065,111.8028335571289,116.5813751220703,105.0897369384766,102.4726028442383,110.5927734375,92.27330602080475,94.3619384765625,113.98302459716795,80.4883775534163,82.88902137807683,115.290397644043,99.1073274039914,96.54822540283205,102.705810546875,99.771240234375,122.25277709960938,84.53900709219859,112.92286198982136,85.0429458618164,98.6612996578338,81.64403533935547,96.6394500732422,101.7443,99.03076,99.68611,99.71642,96.51907,98.7817,97.85104,97.8214,98.64963,99.54837,98.93425,98.90795,97.70665,97.93507,97.95635,98.83104,96.55404,99.96269,97.65,3.4,37550000.0
2020-08-01,153289.44,233.073194075274,233.073194075274,59.31919435232168,83.00514943615893,87.59808589845322,102.2063553641665,53.78455656046867,70.06487862770287,83.11347519470407,86.07201891646643,86.15152198210474,82.61927224353585,86.24439516132107,81.62951007803409,101.36214159174143,121.34069479803688,86.02973198880558,94.9962018529843,83.59175594434333,54.3017452832947,83.48060217869542,45.8535070767161,54.96319475682698,86.25255627086193,1.182800054550171,112.15760803222656,115.8648986816406,105.4018859863281,102.8804473876953,110.5927734375,92.37270247346136,101.31787872314452,104.33696746826172,83.02418408077014,71.85077932033047,58.09515762329102,84.74158293013201,60.0,87.39205932617188,101.4498291015625,114.55767059326172,91.53664302600474,112.32411934936631,43.88580322265625,79.79374673489009,58.21650695800781,87.9759292602539,102.1869,99.19705,99.97171,99.99003,96.99298,98.9578,98.68337,98.02614,98.84594,99.61066,99.51467,99.56557,98.41296,97.95119,98.89299,99.16505,97.45731,100.4303,104.26,6.78,31390000.0
2020-09-01,209186.6,244.0746989843769,244.0746989843769,94.9968367206336,111.69625387603078,108.99229007991336,128.79815639079828,101.57854084155254,115.12397300855676,105.96142788227282,110.131180584405,90.32653150613196,86.60928208826547,103.715855426322,99.95566073189636,100.58769300669148,124.76612019663546,113.50759422082872,125.92747122372968,85.17935380180332,51.1688177197197,85.11530461914491,46.0729091283262,51.36167796696055,88.9860138023281,1.1792000532150269,112.47821807861328,116.4790191650391,105.1937866210938,102.9824142456055,110.697998046875,92.28000778757432,100.63229370117188,121.5459213256836,85.55999060812397,88.91917213184568,107.5910339355469,106.79028598342047,100.304573059082,111.3413925170898,100.49933624267578,133.98480224609375,98.53427895981088,130.52589561919967,87.7716064453125,104.27137766774936,86.4000015258789,104.6841430664063,102.7917,99.12444,100.0291,100.0516,97.41785,98.96914,99.10278,97.85213,99.14984,99.76554,99.5676,100.0401,99.04523,98.1063,99.43092,99.44869,98.32817,100.7303,107.88,3.47,48600000.0
2020-10-01,145276.08000000002,258.380615692635,258.380615692635,99.73115029200387,113.33319446676109,106.77435028844752,122.33689506141448,107.46089879265108,118.86898434127306,105.32736589625772,106.17893687219302,92.38834290635344,88.68901062015378,100.97845336978908,98.47846217265324,105.34692680486066,125.72667045007724,113.6604908997074,122.440625124551,86.27728271242542,51.6207934051609,85.49279171456321,54.7211548529564,50.48027631698147,89.10426543665207,1.1775000095367432,112.81269073486328,116.2743148803711,105.2978363037109,103.0843734741211,110.697998046875,92.03274169076624,103.98595428466795,122.09332275390624,86.31134069030288,88.30593646197089,113.7905197143555,106.98409326990372,105.7868041992188,106.6206130981445,108.04309844970705,134.56260681152344,102.85263987391647,123.93972657419418,92.92572021484376,101.9492816990225,89.92292785644531,107.0562973022461,103.2924,98.80775,99.86053,99.77089,97.62982,98.82847,99.21701,97.52172,99.29452,99.92666,99.34661,100.3703,99.39116,98.3982,99.71464,99.73013,98.99674,100.9992,100.7,-6.66,36130000.0
